nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x
0.14909391,0.53291494,0.25371563,0.41682118,0.25657082,0.6017328,0.3882568,0.38927132,0.3697628,0.65267617,0.46524182,0.42512965,0.45531654,0.60626554,0.49896377,0.44372532,0.5018975,0.5453061,0.6942695,0.4106278,0.6935631,0.62446475,0.87273633,0.33716488,0.8660813,0.6883553
0.15449095,0.532936,0.26033378,0.41424233,0.26008773,0.5894455,0.4094631,0.38147593,0.3771033,0.6617194,0.46781576,0.44095305,0.46137816,0.6110385,0.5153377,0.44513676,0.5203338,0.5431525,0.7104345,0.40796167,0.7113203,0.6372675,0.8767759,0.33279616,0.90303963,0.6769487
0.1578275,0.5249818,0.26370412,0.43043977,0.26234365,0.5877166,0.40795544,0.39434788,0.38440922,0.6579392,0.46619415,0.45653185,0.46941674,0.62135005,0.5200958,0.45768568,0.5219882,0.54831415,0.70322365,0.41637892,0.7064382,0.6440404,0.86096203,0.3278659,0.89725274,0.6750715
0.14413865,0.5240319,0.26063368,0.43851575,0.25856522,0.60287106,0.41106418,0.41139868,0.38507754,0.66723156,0.4865019,0.44385672,0.4653025,0.6231216,0.51996255,0.455443,0.52529395,0.55407864,0.6980631,0.4190981,0.6931188,0.64280057,0.85565245,0.32735234,0.86894464,0.6741535
0.14412336,0.53237575,0.26446682,0.4368303,0.26057133,0.6154671,0.42112994,0.4184501,0.40229625,0.6674784,0.5243196,0.44374478,0.5028284,0.6196109,0.5249327,0.457626,0.52541405,0.5616297,0.7047931,0.41150784,0.6979989,0.64601153,0.8747188,0.32367778,0.87811834,0.67924
0.13369554,0.5320509,0.25414586,0.4337833,0.25326216,0.63075566,0.41659552,0.41538545,0.4169419,0.66038007,0.47442016,0.4738199,0.50098747,0.61331517,0.5234819,0.46159825,0.52884847,0.56671983,0.7044124,0.40693018,0.69733644,0.655504,0.8835767,0.31586108,0.8810089,0.68342024
0.12614231,0.5357375,0.24671069,0.43304354,0.24662293,0.6325281,0.41835448,0.4210696,0.4089523,0.66267693,0.45761198,0.48322162,0.4648608,0.6143515,0.5090248,0.45713046,0.5161151,0.56812716,0.7039218,0.39838305,0.6995515,0.6550132,0.88558364,0.3134073,0.8872095,0.68609047
0.12704071,0.5288725,0.24530132,0.4274685,0.24487428,0.62966496,0.4094698,0.42693377,0.40368697,0.6582075,0.46350846,0.4897991,0.46640396,0.61139476,0.5083608,0.45762265,0.51109385,0.56304103,0.70153874,0.3903824,0.6989423,0.64267504,0.88135636,0.31511495,0.88424635,0.6824224
0.12641701,0.54465157,0.24539123,0.42664266,0.23563291,0.62283117,0.39978272,0.4204111,0.39803076,0.65199214,0.45739076,0.49401948,0.469991,0.6104787,0.49665874,0.45447055,0.49882916,0.5614153,0.70436555,0.3889134,0.700368,0.64209723,0.8812195,0.31559405,0.88648224,0.68776643
0.13104597,0.5118462,0.24063341,0.4220941,0.23266879,0.61292773,0.38370693,0.415427,0.38778153,0.6497659,0.44530505,0.49645248,0.45738226,0.6134036,0.4968146,0.45048907,0.49859706,0.55718225,0.70615953,0.3834533,0.6999279,0.63913196,0.8667441,0.32851782,0.8889485,0.68602437
0.12685694,0.4961388,0.24352455,0.4032334,0.23990852,0.5963842,0.39165223,0.39177606,0.383875,0.6282266,0.4471256,0.44433385,0.4611528,0.59889776,0.49348235,0.4324161,0.49774674,0.5386975,0.709708,0.37428418,0.706349,0.62470067,0.8849973,0.31398904,0.88680196,0.67272645
0.12946872,0.49511385,0.244501,0.40376607,0.24357411,0.5925002,0.39663038,0.39381337,0.38948283,0.63001287,0.45153078,0.42126405,0.4794904,0.6142722,0.49644122,0.43291172,0.50097066,0.54243445,0.71025497,0.37916616,0.7044379,0.6188181,0.8856328,0.3342484,0.89081025,0.6808976
0.1420824,0.48069122,0.2450075,0.38603514,0.24047679,0.57232386,0.38972446,0.3734645,0.3738126,0.61622703,0.4555563,0.41203514,0.48755282,0.61001444,0.49442714,0.42844322,0.4951315,0.5332507,0.70745206,0.3734911,0.7063156,0.60922384,0.8976209,0.32680744,0.8903109,0.67494756
0.124704935,0.45816657,0.23771054,0.37673151,0.22603889,0.56157583,0.38714737,0.35403496,0.36074165,0.6148835,0.44417977,0.4071583,0.4652709,0.6100848,0.4818938,0.41820952,0.48117915,0.5272961,0.69690555,0.37080032,0.69919866,0.5980479,0.8825837,0.33084545,0.88702595,0.67269087
0.13274181,0.44358394,0.24479699,0.35939002,0.23391171,0.5456319,0.39436704,0.33627334,0.36598554,0.60366803,0.43650487,0.39274368,0.46663815,0.6013972,0.48997778,0.41088352,0.48605582,0.5208905,0.69749725,0.36489147,0.70053643,0.5855615,0.8838701,0.328666,0.8841423,0.669958
0.12416023,0.4436282,0.24038658,0.34757766,0.22978029,0.542515,0.39714652,0.32025802,0.3656135,0.59772027,0.43546945,0.38135007,0.46357477,0.6019947,0.49117896,0.39877936,0.48836437,0.51443636,0.7010587,0.35879055,0.6974099,0.5818118,0.8847964,0.33076513,0.88629425,0.67181814
0.12022508,0.4277144,0.24094515,0.3431674,0.22580148,0.5316708,0.3975698,0.31017822,0.34690714,0.5905354,0.4672296,0.36529335,0.45700625,0.6132151,0.49421495,0.39447963,0.48900217,0.50603276,0.69817114,0.36636576,0.69291437,0.58198726,0.88132006,0.33580065,0.88294786,0.6678964
0.12923543,0.40628225,0.23938394,0.3478439,0.22284377,0.53409606,0.390018,0.30767286,0.34734342,0.59877276,0.4664591,0.36870706,0.44380406,0.6260365,0.49231055,0.4057379,0.485891,0.5104393,0.7008884,0.37549326,0.6900492,0.58585596,0.8918209,0.3484193,0.8733546,0.66863644
0.11775442,0.42834443,0.23772088,0.35031134,0.21008159,0.53402716,0.39091328,0.314794,0.33640593,0.594243,0.49352792,0.37058312,0.42395803,0.64034796,0.48723453,0.4102412,0.47789586,0.5129565,0.69891995,0.3931706,0.67424834,0.587056,0.8754334,0.36411664,0.8524321,0.6632276
0.13208157,0.43189424,0.24199069,0.35632378,0.22207376,0.5406814,0.3935459,0.3166522,0.33530003,0.6127587,0.4926728,0.3584752,0.42079845,0.65476644,0.4915876,0.42727238,0.48357093,0.5236911,0.7041987,0.39998484,0.68189895,0.5932425,0.8962591,0.37901402,0.85529923,0.6652011
0.121448405,0.45301542,0.23192777,0.36628914,0.20371376,0.5424909,0.37466505,0.32379857,0.31978106,0.6173873,0.4731017,0.36723644,0.39239505,0.66757643,0.47983503,0.4334801,0.47372204,0.5306291,0.6927105,0.40797907,0.657324,0.5958814,0.882863,0.388997,0.83169013,0.6586379
0.122682884,0.45169234,0.22861274,0.3676545,0.20621456,0.54851466,0.37313712,0.31994328,0.31635088,0.62401706,0.47264987,0.35819727,0.38387802,0.68286115,0.4791284,0.44155684,0.4740931,0.5384395,0.69887155,0.41219473,0.662613,0.6013985,0.9010483,0.3955383,0.84168196,0.64784765
0.11938815,0.45878974,0.2181842,0.37143007,0.19907302,0.54307055,0.36096525,0.32015353,0.2986859,0.61779356,0.4535773,0.3548406,0.35050312,0.68580306,0.47382233,0.44005162,0.4683415,0.5366667,0.678695,0.42669845,0.6508664,0.5955389,0.8614834,0.3994448,0.83186203,0.6225494
0.1227138,0.45651013,0.20674543,0.5409891,0.21973309,0.39175543,0.30010775,0.63078004,0.36275056,0.31477317,0.3309583,0.68033653,0.4566837,0.35226274,0.47163448,0.5345779,0.4773758,0.44702387,0.6676417,0.5903988,0.6947191,0.41585535,0.8339585,0.61044794,0.86559767,0.38487124
